country,variety,points,price,title,taster_name,description,year
Argentina,Cabernet Franc-Cabernet Sauvignon,85,17,Ricominciare 2009 Cabernet Franc-Cabernet Sauvignon (Uco Valley),Michael Schachner,"One of the harder, more tannic wines from Argentina you'll come across. The nose has leafy, menthol aromas that are raisiny and rooty. The palate is like nails it's so tannic, while the flavors of cassis, prune and bitter chocolate are deep and good. Super tannic stuff.",2009
France,Rosé,88,NA,Château les Valentines 2011 La Caprice de Clémentine Rosé (Côtes de Provence),Roger Voss,"Rounded and full, this has lime and red berry fruits and a smooth caramel character. It is rich, soft and very much a food-friendly wine.",2011
US,Pinot Grigio,88,19,South Coast NV Sparkling Pinot Grigio (Temecula Valley),Matt Kettmann,"One of the few bubbling Pinot Grigios available in California, there's enough promise here to wonder why not more. Pink grapefruit, ripe peach, kiwi and Gravenstein apple aromas show on the nose, while the palate picks up light apple cider, lime juice and jasmine flavors.",NA
Italy,Sangiovese Grosso,93,30,Tenuta San Giorgio 2007 Ugolforte  (Brunello di Montalcino),NA,"Features sweet fruit, plum, prune and a savory element of spice and smoke; loads of leather and tobacco as well. Deep rich, concentration and a plush, velvety feel. Oak tones must still integrate, but promise a nice future.",2007
France,Bordeaux-style Red Blend,91,39,Château la Garde 2014  Pessac-Léognan,Roger Voss,"This is a fine wood-aged blend of 57% Cabernet Sauvignon with Merlot and Petit Verdot. It is darkly colored, dense and with great ripe tannins. One of several Bordeaux properties owned by the Thiénot family, this estate occupies a fine, gravel outcrop in the Pessac-Léognan region, just south of Bordeaux. Drink from 2024.",2014
Germany,Riesling,90,47,Wittmann 2008 Westhofener Trocken Riesling (Rheinhessen),NA,"Mid-gold in color, with attractive aromas of ripe stone fruits. Focused by earthy minerality, this is dry and crisp, with abundant fruit in the mouth: peach, apricot, orange peel and spice. Nicely balanced, with a long, minerally finish.",2008
US,Pinot Grigio,86,14,Ramspeck 2011 Sassolini Pinot Grigio (Lake County),Virginie Boone,"The fruit that was used to make this Pinot Grigio was sourced from a High Valley vineyard situated at an elevation of 2,000 feet. The resulting wine is full of citrus and green apple aromas and flavors. The finish shows a touch of sweetness.",2011
US,Pinot Noir,92,60,Demetria 2012 Le Belier Pinot Noir (Santa Ynez Valley),Matt Kettmann,"This lower alcohol-style wine from the biodynamic-minded producer shows cranberry, orange rinds, chaparral scrub, dried oregano and a mix of green and kalamata olives on the nose. It's very savvy on the palate, with minced parsley, olive tapenade, cracked peppercorns and caper berries, all framed by mouth-watering acidity.",2012
Spain,Tempranillo Blend,86,15,Luberri 2014 Orlegi  (Rioja),Michael Schachner,"Rubbery, briny red-berry aromas come with a horsey accent. This is juicy and a bit raw in feel, with slightly tart red-plum and raspberry flavors. A light note of buttery oak on the finish is cut by lasting acidity.",2014
US,Chardonnay,93,45,Pellegrini 2013 Olivet Lane Vineyard Chardonnay (Russian River Valley),Virginie Boone,"Rich and creamy, this beguiling wine offers a counterweight of lightness and balance, finding as much lemon and lime zest as baked apple and pear within its layers of flavor. Lifted in minerality, it offers accents of vanilla and honey on the finish, making the wine both complex and completely delicious.",2013
France,Syrah,87,13,Laurent Miquel 2006 Nord Sud Syrah (Vin de Pays d'Oc),NA,"Appealing for its serious plum, barnyard, black pepper and licorice aromas. A bit simpler in the mouth, with some grippy tannins and just enough acidity to keep the dense, woodsy palate from feeling heavy.",2006
Chile,Merlot,85,11,Caliterra 2011 Reserva Estate Grown Merlot (Colchagua Valley),Michael Schachner,"Meaty, tarry aromas get reduced to simple darkness and shoe polish as this Merlot opens. A full-bodied palate is home to oaky, minty, chocolaty flavors of generic berry and herbal flavors. A crisp finish is nothing but ordinary.",2011
US,Viognier,88,15,Jones of Washington 2013 Viognier (Wahluke Slope),Sean P. Sullivan,"The aromas are surprisingly light for the variety with notes of ripe pear and peach. It's full bodied with sweet fruit flavors and a rounded, creamy feel leading to a warm finish.",2013
South Africa,Chenin Blanc,85,15,Ken Forrester 2009 Chenin Blanc (Stellenbosch),Lauren Buzzeo,"Soft red apple, hard peach, green fig and underripe banana peel all marry with an underlying yellow floral note. Light and easy in the mouth with a short but clean finish.",2009
Portugal,Portuguese Red,90,NA,Monte da Ravasqueira 2013 Red (Alentejano),Roger Voss,"From limestone and granite soils, this is a structured, mineral, textured wine. It already has a fine balance between berry fruits and their acidity and a dense, dry tannic core that gives the wine a solid character and considerable potential. Drink from 2018.",2013
Italy,Dolcetto,87,24,Ceretto 2007 Rossana  (Dolcetto d'Alba),NA,Ceretto's pristine Dolcetto d'Alba offers an interesting medley of fruit and almond aromas. Marzipan and almond paste also appear in the mouth and the wine ends with silky softness. Pair it with oven-cooked pasta.,2007
France,Pinot Noir,87,32,Domaine Belland 2013 Charmes  (Santenay),Roger Voss,"This fruity, light wine is full of red berries. The tannins are there, playing a supporting role to the intense fruitiness and acidity that's typical of the vintage. This wine will develop quickly, so drink from 2017.",2013
Italy,Sagrantino,90,100,Terre de la Custodia 2003 Exubera  (Montefalco Sagrantino),Kerin O’Keefe,"This brawny, earthy 11-year-old opens with aromas of leather, game, tobacco, graphite and mature plum. Given its age, it's surprisingly youthful, displaying dried dark cherry, fig, prune, black pepper and tobacco flavors alongside an assertive, tannic backbone. Drink through 2018.",2003
Italy,Sangiovese,88,45,Bonacchi 2012 Molino della Suga  (Brunello di Montalcino),Kerin O’Keefe,"Aromas of red-skinned berry, underbrush and leather lead into a medium-bodied palate that offers cherry, tobacco and a hint of white pepper. It's rather straightforward and already approachable so drink over the next few years.",2012
US,Riesling,88,15,Red Newt Cellars 2015 Circle Riesling (Finger Lakes),Anna Lee C. Iijima,"Heady tropical notes of guava and melon perfume this light-footed wine. Semidry in style, it's not deeply penetrating in fruit but offers refreshing citrus flavors and a lip-smacking honey finish. Drink now through 2019.",2015
US,Riesling,84,18,Peninsula 2010 Dry Riesling (Old Mission Peninsula),Anna Lee C. Iijima,"Slightly dusty, but piquant aromas of freshly pressed apple cider are pleasant in this fairly dry Michigan Riesling. Bright, appley flavors make for easy drinking, but finish with just the right hint of bitter lemon and lime pith.",2010
Austria,Grüner Veltliner,92,20,Eichinger 2011 Wechselberg Grüner Veltliner (Kamptal),Roger Voss,"Ripe and creamy, this is full of rich pear and green plum fruit. It has weight and is layered with acidity, with a spice note and a taut, mineral texture. This is complex and age worthy.",2011
Hungary,White Blend,96,54,Royal Tokaji 2013 5 Puttonyos Aszú Red Label  (Tokaji),Jeff Jenssen,"Straw colored with gold reflections, this delightful sweet wine has aromas of dried pear, fresh apricot and yellow peach. Flavors of fresh Bartlett pear, acacia honey and tinned apricots unfold on the palate. The finish is sweet, with just the right amount of acidity.",2013
US,Pinot Noir,90,25,Purple Hands 2015 Pinot Noir (Willamette Valley),Paul Gregutt,"The entry-level offering from Purple Hands is broad and delicious, loaded with lush ripe strawberry fruit. There's a dash of white pepper, which further pops up the flavors. Vivid and absolutely yummy, this is one to enjoy over the next couple of years.",2015
Austria,Riesling,92,66,Nigl 2013 Hochäcker Reserve Riesling (Kremstal),Anne Krebiehl MW,A beautifully subtle scent of Williams pear makes for a soft opening. The palate is equally soft but totally driven by the ripeness of the juicy pear fruit streaked with lemon zest on the concentrated palate. Refreshment and enjoyment are programmed into this.,2013
US,Pinot Noir,92,70,Lange 2012 Yamhill-Carlton Assemblage Pinot Noir,Paul Gregutt,"Carefully distinguished from the other Lange Pinots, this cuvée marries thick cherry fruit to highlights of cola, anise and earth. The winery's defining trait is crafting wines with impeccable balance, that are already seamless and highly approachable upon release, yet have the style and substance for cellaring over the next 8–10 years.",2012
US,Pinot Blanc,85,28,Chehalem 2011 Stoller Vineyards Pinot Blanc (Dundee Hills),Paul Gregutt,"Tart and dry, this has a broad flavor that does not express much varietal specificity, with some notes of caramel and butter. Not yet knit together, this could improve significantly with further bottle age.",2011
Chile,Pinot Noir,85,18,Veranda 2015 Pinot Noir (Bío Bío Valley),Michael Schachner,"Aromas of wood, citrus peel and oak-related coconut introduce a choppy bumpy palate with raw acidity. Lean dry tart red-fruit flavors come with peppery spice and oak notes, while this finishes with earthy berry flavors and rubbery choppy tannins.",2015
France,Pinot Noir,84,NA,Domaine Jessiaume 2007 Bourgogne Pinot Noir  (Burgundy),Roger Voss,"Certainly light, but also deliciously fruity, with raspberries a dominant flavor in the juicy acidity and the softest, velvet tannins. Drink now.",2007
Spain,Petit Verdot,87,45,Marques de Griñon 2003 Estate Bottled Petit Verdot (Dominio de Valdepusa),Michael Schachner,"Superripe, such that it's medicinal and pruny. The nose reeks of reduced blueberry and cassis, while the palate is soft, low in acidity and full of ripe, dark raisin, prune and spice cake flavors. If you like a dense wine, this is it. But expect it to be Port-like and on the liqueur-ish side. Drink now.",2003
France,Pinot Noir,87,NA,Tollot Beaut et Fils 2014  Chorey-lès-Beaune,Roger Voss,"This attractively perfumed wine holds ripe red fruits and a juicy texture. The structure is still developing, with firm tannins that need to soften. However the freshness of the wine promises a good future. Drink from 2018.",2014
US,Rosé,89,18,Bonny Doon 2014 Vin Gris de Cigare Rosé (Central Coast),Matt Kettmann,"An extremely pale pink, this Randall Grahm-ified blend of 35% Grenache, 18% Mourvèdre, 16% Grenache Blanc, 12.5% Roussanne, 8% Carignane, 8% Cinsault, 1.5% Marsanne and 1% Counoise shows pink strawberry doused in lime juice on the nose. The palate is quite grippy, bitter and tense, and leaves the tongue singing with tight lime pith-inflected flavors of watermelon and nectarine.",2014
US,Red Blend,84,17,Bogle 2004 Phantom Old Vine Red (California),NA,"This blend of Zin, Petite Sirah and Mourvèdre is sort of old fashioned, a dark, full-bodied wine whose berry fruitiness has an earthy, balsamic vinegar edge. It's tannic and slightly sweet.",2004
Spain,Albariño,86,16,Bodegas Núñez 2014 Andión Albariño (Rías Baixas),Michael Schachner,"Round, creamy apple aromas open things up. This is melony and soft in feel, with flavors of cider, lemon and lychee. A tropical-leaning finish is solid but suggestive of a wine in decline. Drink immediately.",2014
US,Chardonnay,82,10,Domaine St. George 2001 Barrel Reserve - Barrel Aged Chardonnay (Sonoma Valley),NA,"Smells a little funky, with a meaty, raw beef aroma on top of scents of green apples. Tastes thin and watery, with a suggested of appley citrus fruit flavor. The finish turns tart and dry.",2001
Portugal,Portuguese Red,85,15,Sobredos 2011 Aneto Tinto Red (Douro),Roger Voss,"The wine is ripe and very full in the mouth. With tannins that are enveloped by rich black fruit, it is already drinkable. Dense plum and strawberry flavors are generous, with a touch of pepper. It is ready to drink.",2011
France,Riesling,92,43,Sipp Mack 2014 Rosacker Grand Cru Riesling (Alsace),Anne Krebiehl MW,"Freshly cut red, yellow and green apples make both nose and palate very fruity. The dry palate with its lemony freshness and open aspect lets all the apple flavors shine and inflects them here and there with baked and dried apple, too. Wonderfully fruity and pure.",2014
US,Zinfandel,87,30,Peju 2008 Zinfandel (Napa Valley),NA,"A very nice Zinfandel, rich and spicy, with black currant, dark chocolate, raisin, tobacco, pepper and cedar flavors. It's a bit overripe, especially in the finish. Drink up.",2008
